,date,code
1139,2015-09-11,601166
1140,2015-09-14,601166
1141,2015-09-15,601166
1142,2015-09-16,601166
1143,2015-09-17,601166
1144,2015-09-18,601166
1145,2015-09-21,601166
1146,2015-09-22,601166
1147,2015-09-23,601166
1148,2015-09-24,601166
1149,2015-09-25,601166
1150,2015-09-28,601166
1151,2015-09-29,601166
1152,2015-09-30,601166
1153,2015-10-08,601166
1154,2015-10-09,601166
1155,2015-10-12,601166
1156,2015-10-13,601166
1157,2015-10-14,601166
1158,2015-10-15,601166
1159,2015-10-16,601166
1160,2015-10-19,601166
1161,2015-10-20,601166
1162,2015-10-21,601166
1163,2015-10-22,601166
1164,2015-10-23,601166
1165,2015-10-26,601166
1166,2015-10-27,601166
1167,2015-10-28,601166
1168,2015-10-29,601166
1169,2015-10-30,601166
1170,2015-11-02,601166
1171,2015-11-03,601166
1172,2015-11-04,601288
1173,2015-11-05,601288
1174,2015-11-06,601288
1175,2015-11-09,601288
1176,2015-11-10,601288
1177,2015-11-11,601288
1178,2015-11-12,601288
1179,2015-11-13,601288
1180,2015-11-16,601288
1181,2015-11-17,601288
1182,2015-11-18,601288
1183,2015-11-19,601288
1184,2015-11-20,601288
1185,2015-11-23,601288
1186,2015-11-24,601288
1187,2015-11-25,601288
1188,2015-11-26,601288
1189,2015-11-27,601288
1190,2015-11-30,601288
1191,2015-12-01,601288
1192,2015-12-02,601288
1193,2015-12-03,601288
1194,2015-12-04,601166
1195,2015-12-07,601166
1196,2015-12-08,601288
1197,2015-12-09,601288
1198,2015-12-10,601288
1199,2015-12-11,601166
1200,2015-12-14,601288
1201,2015-12-15,601288
1202,2015-12-16,601288
1203,2015-12-17,601288
1204,2015-12-18,601288
1205,2015-12-21,601288
1206,2015-12-22,601288
1207,2015-12-23,601288
1208,2015-12-24,601288
1209,2015-12-25,601288
1210,2015-12-28,601288
1211,2015-12-29,601288
1212,2015-12-30,601288
1213,2015-12-31,601288
