date,600000,002142,600036,601998,601169,601166,601009,000001,601398,601988,601818,601328,601939,601288,600015,600016
2011-01-04,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-05,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-06,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-07,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-10,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-11,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-12,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-13,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-14,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-17,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-18,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-19,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-20,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-21,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-24,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-25,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-26,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-27,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-28,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-01-31,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-02-01,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-02-09,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-02-10,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-02-11,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-02-14,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-02-15,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-02-16,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-02-17,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-02-18,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-02-21,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
2011-02-22,203.033320473,22.5297008071,263.63199602,221.660397107,72.0384381383,179.903034423,24.7487960687,70.8545829912,1815.8310067,1313.10222164,147.408368764,414.272416803,1439.84011522,1328.11457418,69.3277837516,185.474206587
