date,diverse
2007-07-02,-1015356.65
2008-06-26,-2538391.62
2009-06-25,-3299909.11
2010-06-03,-3553748.27
2010-11-18,4178610.2416
2011-06-09,-4075549.76
2012-06-12,-4326783.72
2013-06-17,-4885078.62
2014-06-26,-5475545.27
2015-07-02,-5593368.03
