date,diverse
1991-04-03,-1455.0
1993-05-21,-4040.9
1994-07-11,-13471.78
1994-08-22,13470.9
1995-09-15,-12932.06
1997-08-19,-20691.28
1999-10-11,-93110.83
2000-12-08,315180.08
2002-07-17,-29187.33
2003-09-23,-29187.33
2007-05-24,-1751.24
2008-08-21,-8002.46
2010-06-29,693113
2011-07-20,269005
2012-08-16,-51233.5
2013-03-08,-87096.96
2014-01-08,1478221
2014-03-07,-152331.93
2015-03-13,-198793.17
2015-05-20,1000000
