公告日期,融资类型,证券种类,公开发行,融资金额(万元),实施进展
2015-07-29,增发,,否,--,实施
2015-03-26,增发,A股,否,--,实施
2015-03-24,普通金融债券,金融债,是,--,实施
2014-07-17,增发,A股,否,--,董事会修改方案
2014-07-17,次级定期债券,次级定期债券,是,--,实施
2013-10-31,普通金融债券,金融债,是,--,实施
2011-03-23,次级定期债券,次级定期债券,是,"450,000",实施
2009-12-19,配股,A股,是,"500,000",实施
2009-04-11,普通金融债券,金融债,是,--,实施
