date,diverse
2008-07-21,-74730.74
2009-07-17,-112096.11
2010-07-19,-112096.11
2011-06-10,-134515.34
2012-03-26,1180000
2012-07-10,-146669.33
2013-03-01,3000000
2013-07-19,-352006.38
2014-07-16,-158402.87
2015-07-16,-264004.79
