date,diverse
2003-07-08,-68481.82
2004-02-18,-52502.73
2005-03-31,-75330.0
2006-04-12,-98234.63
2006-07-20,-221036.92
2007-04-17,-176445.33
2008-03-19,-411800.87
2009-04-25,-147072.04
2010-03-19,1776408.1965
2010-04-14,-453108.79
2011-04-01,-625721.66
2012-03-29,-906217.57
2013-03-29,-1359326.36
2013-09-11,2752453.7415
2014-03-29,-1563630.43
2015-03-19,-1689729.66
