date,diverse
2008-06-24,-208828.39
2009-07-22,-332954.42
2010-07-21,-343493.43
2011-07-13,1756116.2925
2011-11-10,-257330.3
2012-07-18,-678416.24
2013-07-17,-701809.91
2014-07-16,-1179040.64
