date,diverse
2007-07-02,-489943.84
2008-03-20,-734915.76
2008-08-27,-489943.84
2009-03-19,-489943.84
2009-08-20,-489943.84
2010-03-31,-489943.84
2010-06-30,1712514.375
2010-08-19,-527999.71
2011-03-31,-112519.28
2012-03-29,-618856.06
2012-08-23,2976524
2013-03-28,-1782305.44
2014-03-31,-1930830.89
2015-03-27,-2005093.62
