date,diverse
2007-04-04,-534430.16
2008-03-26,-4442450.71
2009-03-26,-5511311.03
2010-03-26,-5678320.45
2010-11-30,3367383.8068
2011-03-31,-6421952.7
2012-03-30,-7091062.79
2013-03-28,-8356458.75
2014-03-28,-9195868.63
2015-03-27,-9102615.81
