公告日期,融资类型,发行数量(万股),募资总额(万元),发行价格,发行方式,股权登记日,新股上市日
2015-06-24,增发,"39,702","800,000",20.15,"采取非公开的发行方式。,向非控股股东南京紫金投资集团有限责任公司、法国巴黎银行，向上银基金管理有限公司、兴证证券资产管理有限公司等6名特定投资者非公开发行股份。",2015-06-19,
