date,diverse
2001-05-30,-34604.97
2002-06-18,-18107.05
2003-04-11,-15520.33
2004-04-16,-45908.73
2005-04-15,-36293.05
2006-04-14,-36305.95
2007-06-22,1816000
2008-04-03,-72396.16
2009-05-25,-150584.02
2010-07-14,-111311.39
2011-06-08,-267147.33
2012-04-01,920900
2012-06-25,-801441.99
2012-08-31,-425483.78
2013-06-26,-425483.78
2013-09-09,-448176.25
2014-06-24,-283662.82
2015-01-08,-256148.27
2015-07-06,-401338.84
