公告日期,融资类型,证券种类,公开发行,融资金额(万元),实施进展
2014-12-13,增发,,否,--,股东大会批准
2014-08-30,次级定期债券,次级定期债券,是,--,董事会批准
2013-03-25,次级定期债券,次级定期债券,是,--,实施
2012-11-15,次级定期债券,次级定期债券,是,--,实施
2011-06-11,次级定期债券,次级定期债券,是,"8,000,000",实施
2010-04-30,配股,港股,是,0,实施
2010-04-30,配股,A股,是,0,实施
2009-01-17,次级定期债券,次级定期债券,是,"8,000,000",董事会取消方案
2008-08-23,普通金融债券,金融债,是,"300,000",董事会批准
2008-04-12,次级定期债券,次级定期债券,是,"4,000,000",实施
