公告日期,融资类型,证券种类,公开发行,融资金额(万元),实施进展
2014-11-15,次级定期债券,次级定期债券,是,--,实施
2014-05-14,增发,,否,--,实施
2013-12-07,中期票据,普通企业债,是,--,董事会批准
2013-04-26,次级定期债券,次级定期债券,是,--,实施
2012-11-16,次级定期债券,次级定期债券,是,--,实施
2010-12-10,公司债券,普通企业债,是,"2,000,000",股东大会批准
2010-07-03,配股,A股,是,0,实施
2010-07-03,配股,港股,是,0,实施
2010-01-23,可转换企业债,可转换债,是,"4,000,000",实施
2009-03-25,普通金融债券,金融债,是,"1,000,000",股东大会批准
2009-03-06,次级定期债券,次级定期债券,是,"4,000,000",实施
2007-05-28,普通金融债券,金融债,是,"700,000",董事会取消方案
