date,diverse
2007-05-18,-130000.0
2008-05-26,-160000.0
2009-06-10,-225000.0
2010-04-09,-250000.0
2010-06-08,1786411.08
2011-05-05,-275652.73
2012-05-04,-399097.21
2013-01-07,2367121
2013-07-02,-723988.8
2014-07-17,-876407.49
2015-05-26,-1085983.19
