date,diverse
2008-06-23,-1518979.05
2008-11-14,-2582264.38
2009-06-23,-1955977.63
2010-07-07,-4720519.5
2010-11-19,223808.9152
2011-06-23,-5305232.94
2012-06-21,-5912759.62
2013-06-20,-6700294.2
2014-07-09,-7500329.32
2015-06-30,-7525330.42
