公告日期,分红年度,送股,转增,派息,股权登记日,除权除息日,红股上市日
2015-06-24,2014,--,--,3.01,2015-06-30,2015-07-01,--
2014-07-03,2013,--,--,3.00,2014-07-09,2014-07-10,--
2013-06-17,2012,--,--,2.68,2013-06-20,2013-06-21,--
2012-06-18,2011,0,0,2.37,2012-06-21,2012-06-25,--
2011-06-17,2010,0,0,2.12,2011-06-23,2011-06-24,--
2010-07-02,2009,0,0,2.02,2010-07-07,2010-07-08,--
2009-06-18,2008,0,0,0.84,2009-06-23,2009-06-24,--
2008-10-25,2008,0,0,1.11,2008-11-14,2008-11-17,--
2008-06-18,2007,0,0,0.65,2008-06-23,2008-06-24,--
