公告日期,融资类型,证券种类,公开发行,融资金额(万元),实施进展
2015-09-26,增发,港股,否,--,股东大会批准
2014-11-01,增发,,否,--,实施
2013-10-29,普通金融债券,金融债,是,--,股东大会批准
2013-04-27,次级定期债券,次级定期债券,是,--,实施
2013-03-13,增发,港股,是,--,实施
2011-12-05,次级定期债券,次级定期债券,是,--,实施
2011-08-25,普通金融债券,金融债,是,--,实施
2011-02-21,增发,港股,是,--,董事会取消方案
