公告日期,分红年度,送股,转增,派息,股权登记日,除权除息日,红股上市日
2015-09-16,2014,--,--,5.00,2015-09-22,2015-09-23,--
2014-07-19,2013,--,--,4.60,2014-07-24,2014-07-25,--
2013-07-12,2012,--,--,4.06,2013-07-17,2013-07-18,--
2012-06-12,2011,0,0,3.00,2012-06-15,2012-06-18,--
2011-06-09,2010,0,0,2.00,2011-06-14,2011-06-15,--
2010-06-03,2009,3,0,1.00,2010-06-08,2010-06-09,2010-06-10
2009-06-10,2008,0,0,3.00,2009-06-15,2009-06-16,--
2008-07-29,2007,0,0,3.00,2008-08-01,2008-08-04,--
