公告日期,融资类型,证券种类,公开发行,融资金额(万元),实施进展
2015-04-11,增发,A股,否,--,股东大会批准
2014-04-14,次级定期债券,次级定期债券,是,--,实施
2012-03-29,次级定期债券,次级定期债券,是,--,实施
2011-07-19,配股,A股,是,--,实施
2011-07-19,配股,港股,是,--,实施
2009-08-14,配股,港股,是,0,实施
2009-08-14,配股,A股,是,0,实施
2009-04-25,普通金融债券,金融债,是,--,实施
2008-08-14,次级定期债券,次级定期债券,是,"3,000,000",实施
2006-03-16,增发,港股,是,0,实施
2005-08-19,普通金融债券,金融债,是,"1,500,000",实施
2004-02-18,可转换企业债,可转换债,是,--,实施
2003-08-26,可转换企业债,可转换债,是,"1,000,000",董事会修改方案
