公告日期,分红年度,送股,转增,派息,股权登记日,除权除息日,红股上市日
2015-06-26,2014,--,--,1.90,2015-07-02,2015-07-03,--
2014-06-20,2013,--,--,1.96,2014-06-26,2014-06-27,--
2013-06-06,2012,--,--,1.75,2013-06-17,2013-06-18,--
2012-06-06,2011,0,0,1.55,2012-06-12,2012-06-13,--
2011-06-03,2010,0,0,1.46,2011-06-09,2011-06-10,--
2010-05-31,2009,0,0,1.40,2010-06-03,2010-06-04,--
2009-06-22,2008,0,0,1.30,2009-06-25,2009-06-26,--
2008-06-23,2007,0,0,1.00,2008-06-26,2008-06-27,--
2007-06-20,2006,0,0,0.40,2007-07-02,2007-07-03,--
