公告日期,融资类型,证券种类,公开发行,融资金额(万元),实施进展
2015-03-27,增发,,否,--,银监会批准
2014-10-30,普通金融债券,金融债,是,--,董事会批准
2014-01-21,次级定期债券,次级定期债券,是,--,实施
2013-08-22,普通金融债券,金融债,是,--,董事会批准
2012-08-31,普通金融债券,金融债,是,--,实施
2012-03-16,增发,A股,否,--,实施
2012-03-16,增发,港股,否,--,实施
2011-10-18,次级定期债券,次级定期债券,是,"2,600,000",实施
2011-01-04,普通企业债券,普通企业债,是,"2,000,000",股东大会批准
2010-02-24,配股,港股,是,0,实施
2010-02-24,配股,A股,是,0,实施
2009-02-09,次级定期债券,次级定期债券,是,"2,500,000",实施
2008-03-20,普通金融债券,金融债,是,"300,000",实施
