公告日期,分红年度,送股,转增,派息,股权登记日,除权除息日,红股上市日
2015-07-10,2014,2,0,2.50,2015-07-16,2015-07-17,2015-07-20
2014-07-11,2013,2,0,1.80,2014-07-16,2014-07-17,2014-07-18
2013-07-16,2012,--,--,4.00,2013-07-19,2013-07-22,--
2012-07-05,2011,2,0,2.00,2012-07-10,2012-07-11,2012-07-12
2011-06-07,2010,0,0,2.16,2011-06-10,2011-06-13,--
2010-07-14,2009,0,0,1.80,2010-07-19,2010-07-20,--
2009-07-14,2008,0,0,1.80,2009-07-17,2009-07-20,--
2008-07-16,2007,0,0,1.20,2008-07-21,2008-07-22,--
