公告日期,融资类型,发行数量(万股),募资总额(万元),发行价格,发行方式,股权登记日,新股上市日
2007-06-27,增发,"238,000","1,816,000",7.63,"采取非公开发行方式。,向控股股东新希望投资有限公司，3名股东和3名特定投资者发行。",2007-06-22,
