公告日期,分红年度,送股,转增,派息,股权登记日,除权除息日,红股上市日
2015-07-03,2014,--,--,1.82,2015-07-09,2015-07-10,--
2014-06-26,2013,--,--,1.77,2014-07-02,2014-07-03,--
2013-06-20,2012,--,--,1.57,2013-06-27,2013-06-28,--
2012-06-12,2011,0,0,1.32,2012-06-19,2012-06-20,--
2011-06-10,2010,0,0,0.54,2011-06-16,2011-06-17,--
