公告日期,融资类型,证券种类,公开发行,融资金额(万元),实施进展
2015-03-21,增发,,否,--,银监会批准
2014-10-30,增发,A股,否,--,证监会批准
2013-12-12,普通金融债券,金融债,是,--,实施
2013-08-28,次级定期债券,次级定期债券,是,--,实施
2012-01-18,次级定期债券,次级定期债券,是,--,实施
2012-01-18,普通金融债券,金融债,是,--,实施
2011-08-30,公司债券,普通企业债,是,"3,000,000",股东大会批准
2010-08-12,配股,港股,是,0,实施
2010-08-12,配股,A股,是,0,实施
2010-01-06,次级定期债券,次级定期债券,是,"1,650,000",实施
