公告日期,融资类型,证券种类,公开发行,融资金额(万元),实施进展
2014-10-22,增发,,否,--,实施
2014-10-22,次级定期债券,次级定期债券,是,--,股东大会批准
2014-08-25,普通金融债券,金融债,是,--,股东大会批准
2014-01-14,增发,A股,否,--,实施
2012-01-10,普通金融债券,金融债,是,--,实施
2011-08-30,次级定期债券,次级定期债券,是,"300,000",实施
2009-10-13,普通金融债券,金融债,是,--,董事会取消方案
2009-10-13,增发,A股,否,"523,350",实施
2009-09-29,次级定期债券,次级定期债券,是,"250,000",实施
2009-06-10,普通金融债券,金融债,是,"500,000",实施
