公告日,分红(每股),送股(每股),转股(每股),登记日,派现额度(万元),除权日,备注
2015-03-25,0.1820,0.0000,0.0000,2015-07-09,"5,911,252.93",2015-07-10,[详情]
2014-03-26,0.1770,0.0000,0.0000,2014-07-02,"5,748,855.87",2014-07-03,[详情]
2013-03-27,0.1565,0.0000,0.0000,2013-06-27,"5,083,027.93",2013-06-28,[详情]
2012-03-23,0.1315,0.0000,0.0000,2012-06-19,"4,271,042.64",2012-06-20,[详情]
2011-03-30,0.0540,0.0000,0.0000,2011-06-16,"1,753,888.23",2011-06-17,[详情]
