公告日,分红(每股),送股(每股),转股(每股),登记日,派现额度(万元),除权日,备注
2014-03-28,0.2520,0.0000,0.0000,2014-07-16,"1,179,040.64",2014-07-17,[详情]
2013-03-29,0.1500,0.0000,0.0000,2013-07-17,"701,809.91",2013-07-18,[详情]
2012-03-31,0.1450,0.0000,0.0000,2012-07-18,"678,416.24",2012-07-19,[详情]
2011-08-30,0.0550,0.0000,0.0000,2011-11-10,"257,330.30",2011-11-11,[详情]
2011-06-24,0.0000,0.0000,0.0000,2011-06-28,0.00,2011-07-07,[详情]
2010-04-29,0.0880,0.0000,0.0000,2010-07-21,"343,493.43",2010-07-22,[详情]
2009-04-29,0.0853,0.0000,0.0000,2009-07-22,"332,954.42",2009-07-23,[详情]
2008-03-27,0.0535,0.0000,0.0000,2008-06-24,"208,828.39",2008-06-25,[详情]
