公告日,分红(每股),送股(每股),转股(每股),登记日,派现额度(万元),除权日,备注
2015-04-28,0.4500,0.0000,0.2000,2015-07-14,"146,242.28",2015-07-15,[详情]
2014-04-26,0.4000,0.0000,0.0000,2014-07-10,"115,352.82",2014-07-11,[详情]
2013-04-24,0.2500,0.0000,0.0000,2013-07-11,"72,095.51",2013-07-12,[详情]
2012-04-26,0.2000,0.0000,0.0000,2012-06-07,"57,676.41",2012-06-08,[详情]
2011-04-27,0.2000,0.0000,0.0000,2011-06-09,"57,676.41",2011-06-10,[详情]
2010-02-26,0.2000,0.0000,0.0000,2010-05-11,"50,000.00",2010-05-12,[详情]
2009-04-28,0.2000,0.0000,0.0000,2009-05-26,"50,000.00",2009-05-27,[详情]
2008-04-23,0.2000,0.0000,0.0000,2008-05-28,"50,000.00",2008-05-29,[详情]
