公告日,分红(每股),送股(每股),转股(每股),登记日,派现额度(万元),除权日,备注
2015-03-28,0.1860,0.0000,0.0000,2015-06-02,"868,231.17",2015-06-03,[详情]
2014-03-31,0.1720,0.0000,0.0000,2014-07-16,"802,880.43",2014-07-17,[详情]
2013-04-02,0.0580,0.0000,0.0000,2013-06-05,"234,521.78",2013-06-06,[详情]
2012-04-19,0.1330,0.0000,0.0000,2012-05-30,"537,782.71",2012-05-31,[详情]
2011-04-12,0.0946,0.0000,0.0000,2011-06-15,"382,513.11",2011-06-16,[详情]
