date,bpvs,profit,equity
2015-09-30,5.5,19155700.0,136337500.0
2015-06-30,5.21,13189500.0,130143000.0
2015-03-31,5.26,6700500.0,130585900.0
2014-12-31,4.97,22783000.0,124217900.0
2014-09-30,4.83,19029800.0,119782300.0
2014-06-30,4.55,13066200.0,113791400.0
2014-03-31,4.59,6578000.0,113914100.0
2013-12-31,4.26,21465700.0,106595100.0
2013-09-30,4.2,17648200.0,104136700.0
2013-06-30,3.97,11971100.0,99237400.0
2013-03-31,4.04,5958000.0,100281200.0
2012-12-31,3.77,19317900.0,94173200.0
2012-09-30,3.67,15819100.0,90876000.0
2012-06-30,3.45,10628300.0,86352600.0
2012-03-31,3.48,5151200.0,86345400.0
2011-12-31,3.24,16925800.0,81114100.0
2011-09-30,3.12,13901200.0,77354500.0
2011-06-30,2.93,9282500.0,73359800.0
2011-03-31,3.0,4718500.0,74488600.0
2010-12-31,2.8,13484400.0,69679200.0
2010-09-30,2.67,11049900.0,62050900.0
2010-06-30,2.47,7074100.0,57632600.0
2010-03-31,2.55,3516400.0,59209900.0
2009-12-31,2.39,10675600.0,55547500.0
2009-09-30,2.3,8611900.0,53359200.0
2009-06-30,2.16,5580600.0,50477600.0
2009-03-31,2.11,2625600.0,49256300.0
